JOHN
time[s]       Fp1      Fp2       F7       F3       Fz       F4       F8       T3       C3       Cz       C4       T4       T5       P3       Pz       P4       T6       O1       O2      Ref     Drlv   Photic 
12.526 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -7626.000 -1.000
12.528 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -6957.000 -1.000
12.530 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -6220.000 -1.000
12.532 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -5424.000 -1.000
12.534 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -4576.000 -1.000
12.536 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -3684.000 -1.000
12.538 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -2756.000 -1.000
12.540 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1802.000 -1.000
12.542 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -831.000 -1.000
12.544 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 148.000 -1.000
12.546 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 1126.000 -1.000
12.548 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 2093.000 -1.000
12.550 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 3040.000 -1.000
12.552 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 3957.000 -1.000
12.554 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 4837.000 -1.000
12.556 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 5670.000 -1.000
12.558 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 6449.000 -1.000
12.560 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 7166.000 -1.000
12.562 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 7814.000 -1.000
12.564 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 8387.000 -1.000
12.566 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 8880.000 -1.000
12.568 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 9287.000 -1.000
12.570 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 9606.000 -1.000
12.572 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 9832.000 -1.000
12.574 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 9963.000 -1.000
12.576 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 -1.000
12.578 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 -1.000
12.580 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 9784.000 -1.000
12.582 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 9534.000 -1.000
12.584 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 9194.000 -1.000
12.586 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 8764.000 -1.000
12.588 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 8251.000 -1.000
12.590 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 7659.000 -1.000
12.592 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 6993.000 -1.000
12.594 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 6260.000 -1.000
12.596 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 5466.000 -1.000
12.598 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 4621.000 -1.000
12.600 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 3731.000 -1.000
12.602 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 2805.000 -1.000
12.604 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 1852.000 -1.000
12.606 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 881.000 -1.000
12.608 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -98.000 -1.000
12.610 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1076.000 -1.000
12.612 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -2044.000 -1.000
12.614 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -2992.000 -1.000
12.616 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -3911.000 -1.000
12.618 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -4793.000 -1.000
12.620 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -5629.000 -1.000
12.622 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -6411.000 -1.000
12.624 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -7131.000 -1.000
12.626 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -7783.000 -1.000
12.628 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -8360.000 -1.000
12.630 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -8857.000 -1.000
12.632 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -9269.000 -1.000
12.634 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -9592.000 -1.000
12.636 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -9822.000 -1.000
12.638 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -1.000
12.640 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -1.000
12.642 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -9945.000 -1.000
12.644 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -9794.000 -1.000
12.646 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -9549.000 -1.000
12.648 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -9213.000 -1.000
12.650 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -8789.000 -1.000
12.652 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -8279.000 -1.000
12.654 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -7691.000 -1.000
12.656 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -7029.000 -1.000
12.658 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -6299.000 -1.000
12.660 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -5508.000 -1.000
12.662 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -4665.000 -1.000
12.664 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -3777.000 -1.000
12.666 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -2853.000 -1.000
12.668 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1901.000 -1.000
12.670 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -931.000 -1.000
12.672 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 47.000 -1.000
12.674 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 1026.000 -1.000
12.676 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 1994.000 -1.000
12.678 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 2944.000 -1.000
12.680 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 3865.000 -1.000
12.682 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 4749.000 -1.000
12.684 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 5587.000 -1.000
12.686 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 6372.000 -1.000
12.688 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 7096.000 -1.000
12.690 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 7751.000 -1.000
12.692 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 8332.000 -1.000
12.694 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 8833.000 -1.000
12.696 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 9250.000 -1.000
12.698 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 9577.000 -1.000
12.700 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 9813.000 -1.000
12.702 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 9954.000 -1.000
12.704 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 -1.000
12.706 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 9950.000 -1.000
12.708 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 9804.000 -1.000
12.710 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 9564.000 -1.000
12.712 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 9233.000 -1.000
12.714 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 8812.000 -1.000
12.716 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 8308.000 -1.000
12.718 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 7723.000 -1.000
12.720 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 7064.000 -1.000
12.722 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 6338.000 -1.000
12.724 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 5550.000 -1.000
12.726 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 4710.000 -1.000
12.728 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 3824.000 -1.000
12.730 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 2901.000 -1.000
12.732 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 1951.000 -1.000
12.734 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 981.000 -1.000
12.736 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 -1.000
12.738 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -976.000 -1.000
12.740 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1945.000 -1.000
12.742 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -2896.000 -1.000
12.744 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -3818.000 -1.000
12.746 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -4705.000 -1.000
12.748 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -5546.000 -1.000
12.750 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -6333.000 -1.000
12.752 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -7060.000 -1.000
